"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"NFKB2",3.94933234547018e-69,0.70942511782429,0.561,0.04,6.70280685673199e-65,"5","NFKB2"
"KIF2A",5.23255089413659e-69,1.50397075899765,0.604,0.034,8.88068537752862e-65,"5","KIF2A"
"GRAMD1A",5.27394634191023e-69,1.05765103560347,0.669,0.07,8.95094173149004e-65,"5","GRAMD1A"
"NFKB1",7.72570587472675e-69,1.29677383908145,0.77,0.109,1.31120680105862e-64,"5","NFKB1"
"LY75.1",9.67373943048003e-69,1.39561085353539,0.662,0.056,1.64182705614107e-64,"5","LY75"
"MYO1G.1",3.70850475303294e-68,1.81296135690664,0.748,0.088,6.29407426684751e-64,"5","MYO1G"
"ANXA6",3.77428583460932e-68,1.98750570493149,0.777,0.109,6.40571791849893e-64,"5","ANXA6"
"POGLUT1",7.89552880880623e-68,1.33747059949729,0.619,0.043,1.34002914943059e-63,"5","POGLUT1"
"SINHCAF",2.64118726474145e-67,1.18720671698,0.669,0.064,4.4826230257192e-63,"5","SINHCAF"
"GPX4.1",2.97643435908241e-67,1.53904430042325,0.978,0.636,5.05160439423467e-63,"5","GPX4"
"CSF2RA.3",4.07970095792016e-67,2.01640571730143,0.856,0.184,6.9240684657821e-63,"5","CSF2RA"
"GSTP1.1",4.4040465503658e-67,1.57388302364762,1,0.638,7.47454780528084e-63,"5","GSTP1"
"PMAIP1",1.21239673868969e-66,1.59692205622506,0.669,0.064,2.05767974490415e-62,"5","PMAIP1"
"PTPN1.1",1.7097859389648e-66,1.38496723487683,0.842,0.148,2.90184869561105e-62,"5","PTPN1"
"TNIP1.1",2.78063026275493e-65,1.33081515201696,0.705,0.081,4.71928568194767e-61,"5","TNIP1"
"SOCS2",4.592711578954e-65,1.1292333530327,0.54,0.026,7.79475009180073e-61,"5","SOCS2"
"DUSP5",6.08616407619732e-65,1.44814596588501,0.59,0.041,1.03294376701221e-60,"5","DUSP5"
"FNBP1.2",1.64046094816962e-64,1.65605498186074,0.856,0.163,2.78419032123347e-60,"5","FNBP1"
"RHOF",2.60210656777389e-64,1.3332854717661,0.698,0.078,4.41629526682585e-60,"5","RHOF"
"CFP.4",4.55817901566137e-64,1.59999651387542,0.712,0.083,7.73614142538048e-60,"5","CFP"
"NRP2.2",5.16497623488592e-64,1.39575362670982,0.719,0.088,8.76599766584839e-60,"5","NRP2"
"RELB",5.77661896812351e-64,1.19680936761865,0.604,0.044,9.80407771269923e-60,"5","RELB"
"RAMP1",1.13174438982466e-63,2.38692082437947,0.59,0.042,1.92079657841041e-59,"5","RAMP1"
"DUSP4",2.64354144004438e-63,1.96350628709178,0.626,0.049,4.48661853204332e-59,"5","DUSP4"
"DCAF6",3.47697305196743e-63,0.867718751997345,0.612,0.059,5.90111866379912e-59,"5","DCAF6"
"DDB2",4.83246158407046e-63,1.0405150449301,0.576,0.042,8.20165380048439e-59,"5","DDB2"
"TRADD",1.10715578428052e-62,1.2624305737632,0.712,0.089,1.8790647970809e-58,"5","TRADD"
"ITGB2.1",1.57934505599848e-62,-2.00142458906115,0.489,0.617,2.68046442904062e-58,"5","ITGB2"
"IRF4",1.77779154202602e-62,0.860476356519097,0.453,0.013,3.01726780512656e-58,"5","IRF4"
"SYNGR2.1",1.89153456970753e-62,1.80579096012161,0.921,0.337,3.21031247170762e-58,"5","SYNGR2"
"ETV3",2.50791369776189e-62,0.849790940168412,0.547,0.047,4.25643112784149e-58,"5","ETV3"
"LAPTM5.1",2.71316485021284e-62,-2.36039822466174,0.403,0.764,4.60478338378123e-58,"5","LAPTM5"
"FOS.1",7.01654634311348e-62,-2.83914909516315,0.561,0.747,1.19084824535322e-57,"5","FOS"
"TNFAIP2.1",1.18120011308605e-61,1.41675218667025,0.784,0.131,2.00473283192964e-57,"5","TNFAIP2"
"CYBA.1",1.94865615183453e-61,-1.19763267215611,0.978,0.872,3.30725922089356e-57,"5","CYBA"
"ATP6V1F.3",2.59031959005552e-61,-1.28885267029532,0.748,0.624,4.39629040824224e-57,"5","ATP6V1F"
"RASSF4.3",4.28930032423806e-61,1.31090592490491,0.871,0.193,7.27980051029684e-57,"5","RASSF4"
"MYL6.1",2.92549165160111e-60,1.38756143536184,1,0.829,4.9651444310974e-56,"5","MYL6"
"TBC1D10A",4.99020055600392e-60,0.766705338203608,0.525,0.036,8.46936838364985e-56,"5","TBC1D10A"
"HINT1.3",8.95340714088574e-60,1.57608434589206,0.978,0.523,1.51957225995113e-55,"5","HINT1"
"SLAMF7",1.09485403248825e-59,1.03407003182798,0.511,0.026,1.85818626393906e-55,"5","SLAMF7"
"CD40",1.72354495784902e-59,1.57049151875203,0.691,0.083,2.92520050246136e-55,"5","CD40"
"GADD45A",2.21995044287995e-59,1.7595306332592,0.626,0.059,3.76769989165585e-55,"5","GADD45A"
"SEC61B.1",2.71828820834526e-59,1.7496127556058,0.906,0.528,4.61347874720357e-55,"5","SEC61B"
"CDKN1A.1",1.68550767767881e-58,1.4746936527736,0.863,0.192,2.86064363055647e-54,"5","CDKN1A"
"RAB8B.1",2.08087310842453e-58,0.800118614961352,0.683,0.117,3.53165783961811e-54,"5","RAB8B"
"PIM2",2.4465494133427e-58,0.947298293600324,0.532,0.042,4.15228366432523e-54,"5","PIM2"
"REPIN1",4.30981079686216e-58,0.934108237875379,0.583,0.059,7.31461088443445e-54,"5","REPIN1"
"ARHGAP10",4.60876517028885e-58,0.969402923765004,0.518,0.034,7.82199624701424e-54,"5","ARHGAP10"
"RASSF2",6.31202695357285e-58,0.532621237548435,0.576,0.086,1.07127721456038e-53,"5","RASSF2"
"CCDC28B",2.9200671467355e-57,0.966749217529758,0.46,0.019,4.95593796143949e-53,"5","CCDC28B"
"ST20",5.31772700040115e-57,0.876905447815511,0.532,0.045,9.02524626508083e-53,"5","ST20"
"CD274",6.27846965337363e-57,0.861836335308004,0.41,0.008,1.06558186957057e-52,"5","CD274"
"MAP3K13.1",7.2426298980788e-57,1.61016414213226,0.842,0.182,1.22921914630193e-52,"5","MAP3K13"
"STK4.2",1.77372259772397e-56,1.29946452547025,0.863,0.206,3.01036199285712e-52,"5","STK4"
"P2RY10",3.41983092213455e-56,0.888938922512492,0.432,0.016,5.80413704104676e-52,"5","P2RY10"
"ARMC9",3.49474782586732e-56,1.06365754214305,0.424,0.011,5.93128601006201e-52,"5","ARMC9"
"SQLE",3.67699649900261e-56,0.828443584648041,0.482,0.033,6.24059845810724e-52,"5","SQLE"
"TNIP2",5.02351043012269e-56,0.826828598715775,0.576,0.062,8.52590190200423e-52,"5","TNIP2"
"CFLAR",3.04256612467103e-55,1.19255594753661,0.928,0.282,5.16384322679168e-51,"5","CFLAR"
"PPM1K",3.99358191349015e-55,0.840652770246143,0.583,0.074,6.77790722357548e-51,"5","PPM1K"
"N4BP2L1",6.05930515421969e-55,0.752642007305569,0.612,0.092,1.02838527077417e-50,"5","N4BP2L1"
"PTGES2",6.16267536143782e-55,0.804408080503785,0.626,0.095,1.04592926234323e-50,"5","PTGES2"
"CD80",7.13779563110103e-55,0.90104081241764,0.475,0.027,1.21142667451047e-50,"5","CD80"
"RNF145",9.41494370459821e-55,0.718126323340182,0.755,0.177,1.59790424554441e-50,"5","RNF145"
"GPBP1",9.64555564330249e-55,0.501121985719441,0.741,0.189,1.6370437037813e-50,"5","GPBP1"
"MTSS1",1.34866437182282e-54,0.516780050707372,0.532,0.076,2.28895317185769e-50,"5","MTSS1"
"RUBCN",1.87969917423838e-54,0.695232783709273,0.46,0.031,3.19022543851738e-50,"5","RUBCN"
"MTHFS.1",4.94810075599741e-54,0.898812227819342,0.662,0.107,8.3979166030788e-50,"5","MTHFS"
"VOPP1.1",7.91721496679192e-54,1.06763460863346,0.755,0.154,1.34370972416393e-49,"5","VOPP1"
"ISCU.3",1.51171476999627e-53,1.64171341639454,0.885,0.27,2.56568230763767e-49,"5","ISCU"
"NMRK1",2.77576659012159e-53,0.770097389585162,0.511,0.046,4.71103105675437e-49,"5","NMRK1"
"IL15",3.12035421886977e-53,1.00344009205144,0.525,0.044,5.29586518026578e-49,"5","IL15"
"IGSF8",4.97808240887607e-53,0.642000305379772,0.424,0.019,8.44880146434446e-49,"5","IGSF8"
"ARHGAP45.1",7.87006868218312e-53,0.39863942773865,0.597,0.118,1.33570805674012e-48,"5","ARHGAP45"
"TMBIM4.1",1.48195805997436e-52,-0.849636442014259,0.633,0.43,2.51517921938848e-48,"5","TMBIM4"
"GRN.2",1.67122123500462e-52,-1.28409656154732,0.784,0.673,2.83639668004983e-48,"5","GRN"
"CCM2",2.25059049017e-52,0.815585303517036,0.576,0.074,3.81970217991653e-48,"5","CCM2"
"PLEKHA5",2.25798669314469e-52,1.30811539729895,0.468,0.025,3.83225501560516e-48,"5","PLEKHA5"
"CHST7",3.6581326430816e-52,0.849125251046461,0.41,0.014,6.20858272183809e-48,"5","CHST7"
"HNRNPA1P48",4.16756907958357e-52,0.537323511916359,0.388,0.013,7.07319824186923e-48,"5","HNRNPA1P48"
"IRF1",6.4245446248502e-52,0.801589560754132,0.647,0.115,1.09037371372958e-47,"5","IRF1"
"C1orf162.3",1.5828335442581e-51,-3.11255381323469,0.014,0.611,2.68638509131485e-47,"5","C1orf162"
"HLA-F",1.7906313862665e-51,0.862846200719254,0.755,0.173,3.03905958877151e-47,"5","HLA-F"
"GPX1.2",2.47294530337974e-51,-2.42106126448071,0.374,0.831,4.1970827688961e-47,"5","GPX1"
"PSD3",2.73744885021618e-51,0.830499845777362,0.468,0.035,4.6459981885869e-47,"5","PSD3"
"NECAP2",4.58493739342146e-51,0.909230941166999,0.727,0.152,7.78155574411491e-47,"5","NECAP2"
"BCL7C",5.60752703615106e-51,0.476100353234839,0.511,0.063,9.51709488575559e-47,"5","BCL7C"
"NAV1",6.49689622180017e-51,0.731637058257184,0.482,0.046,1.10265322676392e-46,"5","NAV1"
"ASMTL",6.51258462768586e-51,1.03617438737039,0.489,0.034,1.10531586301084e-46,"5","ASMTL"
"SAMSN1.1",7.20131827800316e-51,1.895893188218,0.842,0.286,1.2222077381427e-46,"5","SAMSN1"
"CCL19",1.1075501382313e-50,3.17727396881099,0.54,0.048,1.87973409460616e-46,"5","CCL19"
"ENO3",1.29295421118498e-50,0.945975417913428,0.396,0.013,2.19440188722315e-46,"5","ENO3"
"CD83.1",2.10067510773141e-50,1.75054842665037,0.827,0.206,3.56526579284175e-46,"5","CD83"
"TUBA1C.1",3.64407574519701e-50,1.28327616512536,0.799,0.182,6.18472535474836e-46,"5","TUBA1C"
"MS4A6A.3",6.89196482166504e-50,-3.41489798344469,0.022,0.619,1.16970426953299e-45,"5","MS4A6A"
"SPECC1",8.66983213761145e-50,0.631703227516083,0.504,0.061,1.47144391039542e-45,"5","SPECC1"
"PPA1.4",9.30095300407662e-50,1.77644761087753,0.921,0.339,1.57855774385188e-45,"5","PPA1"
"TSTD1",1.10331964339951e-49,1.01556145247027,0.691,0.127,1.87255409877764e-45,"5","TSTD1"
"ANTXR2",1.23381075324838e-49,0.864035582790492,0.496,0.045,2.09402361041314e-45,"5","ANTXR2"
"ACTG1",1.4819740528523e-49,1.32990441975678,0.993,0.823,2.51520636250093e-45,"5","ACTG1"
"ACOT13",1.74262372274191e-49,0.933619332666753,0.561,0.068,2.95758098223757e-45,"5","ACOT13"
"GLUL.3",2.54636341544677e-49,-2.53342212123731,0.388,0.704,4.32168798869625e-45,"5","GLUL"
"TMEM176A.2",2.64500893998354e-49,1.49606849132338,0.827,0.207,4.48910917294007e-45,"5","TMEM176A"
"RPL7L1",2.77887612832536e-49,0.488304888077354,0.338,0.004,4.7163085649938e-45,"5","RPL7L1"
"SIL1",3.36029461144028e-49,0.929823848861956,0.633,0.103,5.70309201453645e-45,"5","SIL1"
"FBXW5",4.14830932340622e-49,0.631759808857857,0.633,0.125,7.04051058368504e-45,"5","FBXW5"
"TNFAIP8",4.8744902251641e-49,0.886964243462641,0.719,0.157,8.27298481014851e-45,"5","TNFAIP8"
"LUZP1",9.13076125290135e-49,0.650265119320506,0.561,0.089,1.54967279984242e-44,"5","LUZP1"
"NAA25",1.55823851719106e-48,0.585248069838721,0.439,0.039,2.64464241137666e-44,"5","NAA25"
"ARHGEF2",1.77814132222637e-48,0.446935173585811,0.504,0.077,3.0178614520826e-44,"5","ARHGEF2"
"CYTH1",2.68695328932447e-48,0.376319657965182,0.626,0.144,4.56029712264149e-44,"5","CYTH1"
"JAK1",4.68136266558222e-48,0.880139604388885,0.777,0.201,7.94520871602614e-44,"5","JAK1"
"IL4I1.4",4.71362736169618e-48,1.9883806462727,0.683,0.127,7.99996835827075e-44,"5","IL4I1"
"PLGRKT.1",4.89925881512826e-48,0.740089365984025,0.604,0.11,8.31502206103568e-44,"5","PLGRKT"
"IL2RG.2",8.53280333015327e-48,0.738236476128795,0.691,0.164,1.44818738119361e-43,"5","IL2RG"
"TANK",1.13472552885252e-47,0.587738127113181,0.655,0.144,1.92585616756849e-43,"5","TANK"
"SNF8.1",1.27876967962365e-47,0.36222324818644,0.59,0.133,2.17032790025726e-43,"5","SNF8"
"YPEL5.1",1.45037448414633e-47,1.36049159491676,0.777,0.178,2.46157557449315e-43,"5","YPEL5"
"CASTOR1",1.5833164315443e-47,0.521270742124792,0.367,0.016,2.68720464761698e-43,"5","CASTOR1"
"CD2BP2",1.68757385087257e-47,0.281040947667912,0.518,0.097,2.86415033970092e-43,"5","CD2BP2"
"C5orf15",2.05403316426985e-47,0.422688802096743,0.568,0.111,3.48610508639879e-43,"5","C5orf15"
"MSC",2.23682037556059e-47,0.598359176319001,0.345,0.007,3.79633154140144e-43,"5","MSC"
"SLC7A11",2.27188812563095e-47,0.775938642919457,0.374,0.017,3.85584852682085e-43,"5","SLC7A11"
"DCTN2",2.72278834868988e-47,0.904002607354991,0.626,0.103,4.62111638539646e-43,"5","DCTN2"
"MCM5",3.25084053728388e-47,0.912424864268732,0.576,0.08,5.51732655987821e-43,"5","MCM5"
"CASP7",3.36216763802425e-47,0.599901098269959,0.475,0.054,5.70627091525476e-43,"5","CASP7"
"UFD1",3.9536917660945e-47,0.383735095497272,0.547,0.106,6.71020566541559e-43,"5","UFD1"
"COMMD1",5.0204127295751e-47,0.620340952545656,0.633,0.134,8.52064448463487e-43,"5","COMMD1"
"ALKBH7.1",5.12824307346791e-47,0.503338121884708,0.727,0.217,8.70365414428973e-43,"5","ALKBH7"
"SLCO5A1",7.13066241836682e-47,0.857059727560738,0.295,0.001,1.21021602564522e-42,"5","SLCO5A1"
"BET1",7.20118942511481e-47,0.726942740168216,0.496,0.056,1.22218586923049e-42,"5","BET1"
"CBX6",7.32050732428953e-47,0.489483551938926,0.475,0.063,1.24243650307842e-42,"5","CBX6"
"TFG",7.38231707648251e-47,0.51442493134788,0.583,0.113,1.25292685422061e-42,"5","TFG"
"WBP11.1",7.39741988625565e-47,0.677764208663204,0.554,0.086,1.25549010309531e-42,"5","WBP11"
"ZDHHC12",1.07546411434444e-46,0.518230922609942,0.59,0.111,1.82527769486538e-42,"5","ZDHHC12"
"EIF3D.2",1.18889976585828e-46,0.892797752279241,0.799,0.219,2.01780068261467e-42,"5","EIF3D"
"KYNU",1.32575342469653e-46,0.925957042209598,0.727,0.167,2.25006871239495e-42,"5","KYNU"
"GPR137B",1.46178210894471e-46,0.668129785513689,0.561,0.099,2.48093659530097e-42,"5","GPR137B"
"FLOT2",1.46590310919419e-46,0.412325058362397,0.46,0.062,2.48793075692438e-42,"5","FLOT2"
"CYB5A",2.80879659044196e-46,1.04227074988668,0.755,0.177,4.76708957329809e-42,"5","CYB5A"
"NMT1",2.82805726490007e-46,0.512509688557537,0.496,0.076,4.7997787899884e-42,"5","NMT1"
"IL2RA",2.96298762027129e-46,1.26353210551806,0.446,0.029,5.02878258912443e-42,"5","IL2RA"
"IL32",3.79161323001275e-46,1.07102263907018,0.777,0.195,6.43512597397764e-42,"5","IL32"
"PPP1R12A",4.41521460185859e-46,0.304833912438963,0.604,0.161,7.49350222227439e-42,"5","PPP1R12A"
"BASP1.1",4.72712452260193e-46,0.930279061907012,0.784,0.208,8.02287573975999e-42,"5","BASP1"
"SF3A3",4.82433795816949e-46,0.444491737496413,0.518,0.086,8.18786638260526e-42,"5","SF3A3"
"CEP350.1",5.19548482120747e-46,0.542024596803493,0.54,0.102,8.81777683855332e-42,"5","CEP350"
"ACOT9",7.85389480871333e-46,0.897488892776011,0.633,0.116,1.33296302693483e-41,"5","ACOT9"
"NOP10.2",8.7287805858175e-46,-1.06692029691164,0.676,0.518,1.48144864102495e-41,"5","NOP10"
"RPA2",1.033994218348e-45,0.739938769385057,0.561,0.088,1.75489498738022e-41,"5","RPA2"
"ARPP19",1.21494310814337e-45,0.802457212060418,0.705,0.172,2.06200144314093e-41,"5","ARPP19"
"TUBB6",1.2349650340951e-45,0.9585404592811,0.54,0.068,2.0959826558662e-41,"5","TUBB6"
"MSRB1",1.31040311552097e-45,0.549492017646636,0.496,0.071,2.22401616766219e-41,"5","MSRB1"
"ID2.1",1.71545497613669e-45,1.63327595672186,0.906,0.523,2.9114701854992e-41,"5","ID2"
"FIBP",2.11619082109571e-45,0.33181803482353,0.576,0.137,3.59159906156364e-41,"5","FIBP"
"MMD",2.12636479405939e-45,0.47276001281035,0.468,0.068,3.6088663284776e-41,"5","MMD"
"WTAP",2.46302561373363e-45,0.39626583737654,0.619,0.149,4.18024707162872e-41,"5","WTAP"
"PQBP1",3.21821413123817e-45,0.379968261364918,0.576,0.133,5.46195302353743e-41,"5","PQBP1"
"ST8SIA4",3.28056937138003e-45,0.487698334591506,0.554,0.107,5.56778233710618e-41,"5","ST8SIA4"
"TAP1",3.43740766359452e-45,0.496277712476056,0.59,0.131,5.83396828665261e-41,"5","TAP1"
"CLPTM1",4.68245851995367e-45,0.816099360916527,0.561,0.084,7.94706860006538e-41,"5","CLPTM1"
"PELP1",5.64802099630739e-45,0.526280599019518,0.396,0.03,9.5858212349329e-41,"5","PELP1"
"CTNNBL1",5.83157274361721e-45,0.415185631471209,0.511,0.088,9.89734526046712e-41,"5","CTNNBL1"
"SERP1.2",1.25036246440085e-44,-0.456155500652979,0.842,0.543,2.12211517458111e-40,"5","SERP1"
"MVP",1.3365908242933e-44,0.987300385935061,0.727,0.167,2.26846194699058e-40,"5","MVP"
"BANF1.1",1.37579365821343e-44,-0.293308513813644,0.712,0.36,2.33499699671984e-40,"5","BANF1"
"PPP1R2",1.42630920032575e-44,0.567870216169844,0.64,0.151,2.42073197479286e-40,"5","PPP1R2"
"RNF115",1.5540837631265e-44,0.511426578731213,0.525,0.092,2.63759096277829e-40,"5","RNF115"
"FCGRT.3",1.83028254479785e-44,-2.07356626677909,0.252,0.51,3.10635553503091e-40,"5","FCGRT"
"PPM1G",1.95597949484623e-44,0.536965537191569,0.576,0.119,3.31968839865301e-40,"5","PPM1G"
"RDX",2.15759047263547e-44,0.800549776634114,0.683,0.161,3.66186255015692e-40,"5","RDX"
"BLVRA",5.48861992141836e-44,0.501144855378101,0.619,0.152,9.31528573063124e-40,"5","BLVRA"
"HMG20B",6.64109704776361e-44,0.557295514521724,0.54,0.094,1.12712699094644e-39,"5","HMG20B"
"PNRC1.1",6.69977657593044e-44,1.5732867734569,0.971,0.477,1.13708608046691e-39,"5","PNRC1"
"ARL3",7.10755241393888e-44,0.508664723081696,0.439,0.058,1.20629379569371e-39,"5","ARL3"
"CNPPD1",7.30069056699541e-44,0.416480757685528,0.46,0.068,1.23907320303046e-39,"5","CNPPD1"
"BIRC2",1.1917973218026e-43,0.71839612110009,0.547,0.089,2.02271841456337e-39,"5","BIRC2"
"ILK.1",1.21547767919223e-43,0.43017490235902,0.597,0.143,2.06290871712504e-39,"5","ILK"
"GEMIN7",1.2189936617653e-43,0.327107518187767,0.424,0.052,2.06887604274807e-39,"5","GEMIN7"
"APOBEC3G",1.33918310636736e-43,0.654227980898298,0.468,0.061,2.27286156812669e-39,"5","APOBEC3G"
"FXR1",1.49695668555209e-43,0.594323984793383,0.597,0.126,2.54063488671901e-39,"5","FXR1"
"GCSAM",1.62653262625752e-43,0.828339250281882,0.288,0.003,2.76055117328426e-39,"5","GCSAM"
"OSTC.2",1.80509499228926e-43,-0.487184922640288,0.576,0.336,3.06360722091332e-39,"5","OSTC"
"SMAP2.2",2.22808284224174e-43,0.438687524354503,0.777,0.269,3.78150219985269e-39,"5","SMAP2"
"LAMTOR4",2.23529631677499e-43,-0.682506122070499,0.748,0.516,3.79374490883052e-39,"5","LAMTOR4"
"TAGLN2.1",2.48884411803673e-43,1.407942433796,0.928,0.449,4.22406623713194e-39,"5","TAGLN2"
"CDC42SE2",2.5622633595686e-43,0.484136133741449,0.604,0.152,4.34867337385983e-39,"5","CDC42SE2"
"TWF2.2",2.70758944297831e-43,0.629445761788404,0.705,0.194,4.59532080262278e-39,"5","TWF2"
"HCK",3.1299598291738e-43,0.628414207223341,0.669,0.167,5.31216782207377e-39,"5","HCK"
"LRPAP1.2",3.6636141908386e-43,-0.388952926035549,0.547,0.262,6.21788600469127e-39,"5","LRPAP1"
"SPPL2A.1",4.1167629576831e-43,0.49259942447061,0.64,0.16,6.98697009177975e-39,"5","SPPL2A"
"URM1",4.46560185089984e-43,0.505360696916685,0.46,0.062,7.5790194613472e-39,"5","URM1"
"COMMD2",4.90944592539907e-43,0.640376479002554,0.511,0.077,8.3323116245873e-39,"5","COMMD2"
"STUB1",5.6317842363461e-43,0.61753167729865,0.647,0.153,9.5582642059266e-39,"5","STUB1"
"NUTF2.1",6.63342308031635e-43,0.38097144408884,0.59,0.147,1.12582456519129e-38,"5","NUTF2"
"NIT2",6.7050829301157e-43,0.508525200706408,0.511,0.088,1.13798667489924e-38,"5","NIT2"
"NQO1",8.24496237289966e-43,1.00219544305298,0.46,0.043,1.39933501392853e-38,"5","NQO1"
"IL13RA1.2",9.51890371035684e-43,0.413489557018627,0.727,0.244,1.61554833772176e-38,"5","IL13RA1"
"TUBB.1",1.00811811144646e-42,1.39906617639671,0.921,0.398,1.71097805874694e-38,"5","TUBB"
"PRELID1.1",1.06766734551931e-42,-0.607211281864255,0.59,0.341,1.81204501881536e-38,"5","PRELID1"
"THRAP3",1.09750024175684e-42,0.436211423976856,0.597,0.148,1.86267741030971e-38,"5","THRAP3"
"VCP.1",1.10245966175419e-42,0.595135892436424,0.619,0.144,1.87109453792921e-38,"5","VCP"
"PYM1.1",1.11083802710777e-42,0.281414523485924,0.518,0.117,1.88531429960731e-38,"5","PYM1"
"CCNDBP1",1.17678546001743e-42,0.463236014234782,0.54,0.108,1.99724028274157e-38,"5","CCNDBP1"
"ANXA7",1.36494368269961e-42,1.04408474313563,0.806,0.228,2.31658241827778e-38,"5","ANXA7"
"CUEDC2",1.50979842943937e-42,0.392550441417828,0.547,0.121,2.56242989444449e-38,"5","CUEDC2"
"PRMT2.2",1.95038137350512e-42,0.606312223225963,0.676,0.176,3.31018726711289e-38,"5","PRMT2"
"AKAP9.2",2.04474659777688e-42,-0.447472295220889,0.561,0.246,3.47034392574692e-38,"5","AKAP9"
"HMSD",2.14768972073597e-42,0.722462685894647,0.273,0.002,3.64505899403309e-38,"5","HMSD"
"KDM2B",2.18996350638688e-42,0.626935607012396,0.453,0.056,3.71680606303981e-38,"5","KDM2B"
"CTNNB1",2.30504227183128e-42,-0.328998976332859,0.597,0.254,3.91211774375205e-38,"5","CTNNB1"
"ERAL1",2.9512040313804e-42,0.534030575407857,0.41,0.037,5.00878348205882e-38,"5","ERAL1"
"ACTN4",3.76078727890259e-42,0.420849757584405,0.619,0.171,6.38280816975348e-38,"5","ACTN4"
"CAPNS1",3.99292968626303e-42,0.273957362899705,0.683,0.23,6.77680026352562e-38,"5","CAPNS1"
"TSPAN13",5.1717605767966e-42,0.839539582734352,0.424,0.039,8.77751205093918e-38,"5","TSPAN13"
"CCDC50",5.49768442055932e-42,0.340020252900293,0.54,0.127,9.33066999857328e-38,"5","CCDC50"
"UBE2N",5.84783006317397e-42,0.295206791390198,0.691,0.235,9.92493718321886e-38,"5","UBE2N"
"MAP3K14",5.99836043384998e-42,0.553819240028997,0.324,0.014,1.01804173283302e-37,"5","MAP3K14"
"SUPT16H",7.66541955624585e-42,0.310874212687228,0.475,0.091,1.30097500708605e-37,"5","SUPT16H"
"TADA3",8.14824303532047e-42,0.32970387994127,0.496,0.097,1.38291980795459e-37,"5","TADA3"
"MTHFD2.1",8.35398635871382e-42,1.00481268717948,0.741,0.195,1.41783856480091e-37,"5","MTHFD2"
"DCTPP1",8.54273484020865e-42,0.506575482050926,0.475,0.071,1.44987295708021e-37,"5","DCTPP1"
"GSTO1.2",8.59468418713813e-42,-0.941426569811218,0.676,0.531,1.45868980024108e-37,"5","GSTO1"
"SH3KBP1.1",9.08344111818854e-42,0.723550897161654,0.691,0.178,1.54164162657896e-37,"5","SH3KBP1"
"MCL1.1",1.06062217032795e-41,-1.09994554244797,0.727,0.614,1.80008794748059e-37,"5","MCL1"
"NDUFC2",1.08759585526908e-41,-0.58743623869464,0.669,0.398,1.84586768556269e-37,"5","NDUFC2"
"OSTF1.2",1.09995342740654e-41,1.13360901852351,0.806,0.231,1.86684095699438e-37,"5","OSTF1"
"IL15RA",1.24845498526892e-41,0.352223318344751,0.36,0.031,2.11887780099841e-37,"5","IL15RA"
"STK25",1.35979640528934e-41,0.336399314103429,0.403,0.052,2.30784645905706e-37,"5","STK25"
"ATP5PB.1",1.46048022227876e-41,-0.339095982678522,0.655,0.346,2.47872703325152e-37,"5","ATP5PB"
"G3BP2",1.97535878538762e-41,0.286903364472698,0.482,0.099,3.35257893055987e-37,"5","G3BP2"
"CYTIP",1.98757605909695e-41,1.3754912584431,0.806,0.237,3.37331408749934e-37,"5","CYTIP"
"ATF5.1",1.98781835200065e-41,1.18731049289371,0.633,0.117,3.37372530701551e-37,"5","ATF5"
"PHKB",2.00325935851472e-41,0.284089272267025,0.424,0.072,3.39993178327118e-37,"5","PHKB"
"NR4A3",2.10224903651057e-41,0.507495108807053,0.46,0.08,3.56793706476573e-37,"5","NR4A3"
"SNU13",2.28898346050045e-41,-0.455240315445605,0.691,0.405,3.88486272916137e-37,"5","SNU13"
"FYTTD1",2.33059703163501e-41,0.674944475870018,0.568,0.111,3.95548928209093e-37,"5","FYTTD1"
"GABARAPL2.2",2.67687216613427e-41,1.234604291167,0.899,0.326,4.54318744036309e-37,"5","GABARAPL2"
"PSMC3",2.75134946254226e-41,0.454434556229095,0.597,0.153,4.66959030782672e-37,"5","PSMC3"
"CALR.3",2.85072290617723e-41,-0.973522545201965,0.691,0.507,4.83824691636399e-37,"5","CALR"
"ARHGDIB.2",2.95126898102463e-41,-2.13039151306846,0.237,0.663,5.00889371459501e-37,"5","ARHGDIB"
"SLC25A11",3.14361603237211e-41,0.383801102062948,0.504,0.107,5.33534513014194e-37,"5","SLC25A11"
"PGD.1",3.39892416183738e-41,0.327507852438497,0.612,0.18,5.76865408747039e-37,"5","PGD"
"PFDN4",3.75847181572574e-41,0.416716201311483,0.669,0.208,6.37887836564972e-37,"5","PFDN4"
"NME3",3.79522971213354e-41,0.324819324553011,0.619,0.182,6.44126386743304e-37,"5","NME3"
"ERICH1",3.80895072089404e-41,1.08684460096233,0.683,0.169,6.46455116350136e-37,"5","ERICH1"
"SF3B2.1",3.92098203100852e-41,0.6097867905607,0.712,0.206,6.65469070302765e-37,"5","SF3B2"
"CLIC1.3",3.92941703065485e-41,-0.787858310822176,0.755,0.618,6.66900658442741e-37,"5","CLIC1"
"IL10RA",4.52457007467506e-41,0.299875767109158,0.511,0.118,7.67910033073851e-37,"5","IL10RA"
"RTRAF.1",4.76829075466318e-41,0.28608480909267,0.835,0.348,8.09274306881435e-37,"5","RTRAF"
