"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"TMEM160",1.74233931432359e-38,0.279197815610474,0.308,0.161,2.85081558609626e-34,"7","TMEM160"
"NOP53.1",2.51401460138997e-38,-0.412482899432943,0.443,0.601,4.11343069079427e-34,"7","NOP53"
"HLA-E.1",2.8540864475194e-38,-0.298996048309459,0.609,0.759,4.66985624543124e-34,"7","HLA-E"
"COPS6",3.46709958929886e-38,0.274730506513233,0.302,0.153,5.6728683480108e-34,"7","COPS6"
"GPR183",3.57107895208179e-38,-0.300953010574191,0.079,0.226,5.84299938139622e-34,"7","GPR183"
"RAP1B",3.70622939553914e-38,0.318917113699279,0.467,0.297,6.06413253698114e-34,"7","RAP1B"
"NAP1L4",5.01998784480801e-38,0.263586304823115,0.312,0.156,8.21370411167487e-34,"7","NAP1L4"
"NABP1.1",5.53567053713498e-38,-0.523624162519937,0.487,0.641,9.05746413286025e-34,"7","NABP1"
"SMIM14",7.95936076789057e-38,0.446823704210737,0.283,0.158,1.30231060884226e-33,"7","SMIM14"
"PET100",1.06615254662243e-37,0.357856958089539,0.399,0.241,1.74443879678362e-33,"7","PET100"
"PDLIM1",1.14458398858657e-37,0.354504230527946,0.215,0.114,1.87276832212535e-33,"7","PDLIM1"
"RAC2.1",1.8739731141677e-37,0.345106710904279,0.563,0.442,3.06619480940119e-33,"7","RAC2"
"ATP6V1E1",2.85601832030992e-37,0.267854621574222,0.243,0.138,4.67301717569109e-33,"7","ATP6V1E1"
"ZNHIT1",6.71521867449417e-37,0.329296146530011,0.309,0.187,1.09874407952074e-32,"7","ZNHIT1"
"CDC37",7.07471117036182e-37,0.36728139404259,0.318,0.206,1.1575642416946e-32,"7","CDC37"
"SEC11A",7.21948177281065e-37,0.323702423236864,0.37,0.226,1.18125160766728e-32,"7","SEC11A"
"C11orf58",8.94830630819767e-37,0.340198982958377,0.409,0.29,1.4641218781473e-32,"7","C11orf58"
"NDUFS2",1.17062882333932e-36,0.259769624971013,0.206,0.102,1.91538288074779e-32,"7","NDUFS2"
"IFI27L2",1.43893904586108e-36,0.266977164807345,0.367,0.199,2.3543920668379e-32,"7","IFI27L2"
"PLEKHJ1",2.08901748209389e-36,0.262263422221896,0.238,0.122,3.41805040420202e-32,"7","PLEKHJ1"
"KDELR2.1",2.97570831127516e-36,0.319982016746471,0.255,0.15,4.86885393890842e-32,"7","KDELR2"
"CD69.1",3.00910647401694e-36,-0.409125182958595,0.2,0.374,4.92350001278651e-32,"7","CD69"
"C17orf49",3.24312296616141e-36,0.264327251890674,0.279,0.134,5.30639779723331e-32,"7","C17orf49"
"COPZ1",4.58385152814842e-36,0.258718563607918,0.26,0.132,7.50009787035644e-32,"7","COPZ1"
"TRIR",7.55391148345747e-36,0.389799548482648,0.549,0.41,1.23597099692331e-31,"7","TRIR"
"NDUFS7",8.02058893811413e-36,0.281332464492305,0.338,0.185,1.31232876205423e-31,"7","NDUFS7"
"IER3IP1",1.05489825015944e-35,0.251222855294883,0.266,0.131,1.72602451691087e-31,"7","IER3IP1"
"TRAPPC2L",1.38479231346028e-35,0.263787801194262,0.252,0.117,2.26579718328371e-31,"7","TRAPPC2L"
"LDHB.1",1.62424177947204e-35,0.37048854104701,0.59,0.423,2.65758439957215e-31,"7","LDHB"
"POLR2F",3.00256239526939e-35,0.294430457555791,0.265,0.145,4.91279259113978e-31,"7","POLR2F"
"NDUFS4",3.94243638346784e-35,0.272692800420506,0.226,0.117,6.45061441063008e-31,"7","NDUFS4"
"ATP6V1F",6.01444204123147e-35,0.354993967384391,0.388,0.261,9.84083006786294e-31,"7","ATP6V1F"
"PHPT1.1",1.10151073426043e-34,0.337601756860381,0.347,0.196,1.80229186339691e-30,"7","PHPT1"
"ESD",1.65462845181666e-34,0.271619401120135,0.276,0.15,2.70730307286242e-30,"7","ESD"
"TF.1",1.68138279945721e-34,-0.375935080412545,0.329,0.496,2.75107853647188e-30,"7","TF"
"C4orf48",1.92735903358261e-34,0.394195185444808,0.262,0.155,3.15354485074786e-30,"7","C4orf48"
"SDHC",3.38835575500711e-34,0.267915255003239,0.276,0.164,5.54402768634264e-30,"7","SDHC"
"SSB",7.90224322750599e-34,0.316037512025094,0.319,0.195,1.29296503688453e-29,"7","SSB"
"IFITM2",8.6627801409455e-34,-0.273300116582444,0.485,0.668,1.4174040866615e-29,"7","IFITM2"
"KLRB1.1",1.16247697885897e-33,-0.64842158880668,0.133,0.271,1.90204483280905e-29,"7","KLRB1"
"UCP2.1",1.58675284561875e-33,0.339071630653112,0.415,0.274,2.59624500600141e-29,"7","UCP2"
"SDF2L1.1",1.72294269294009e-33,0.26451439220458,0.25,0.118,2.81907883418858e-29,"7","SDF2L1"
"PDCD6",2.54752209704e-33,0.253697519443286,0.25,0.142,4.16825565517685e-29,"7","PDCD6"
"TRMT112.1",2.83357047820228e-33,0.346844159700665,0.566,0.413,4.63628801643458e-29,"7","TRMT112"
"ATF4.1",4.75592899940976e-33,0.362614016455591,0.284,0.168,7.78165102883425e-29,"7","ATF4"
"TXNL1",4.99242947068262e-33,0.260387294187862,0.243,0.128,8.1686130999309e-29,"7","TXNL1"
"SH3GLB1",5.00275091041924e-33,0.2561657816485,0.234,0.119,8.18550103962796e-29,"7","SH3GLB1"
"CBWD1",1.7023980712516e-32,0.250327059232584,0.277,0.144,2.78546372418187e-28,"7","CBWD1"
"MIEN1",2.95493200155469e-32,0.267326464622932,0.259,0.138,4.83485974094378e-28,"7","MIEN1"
"SYPL1",3.81078410790056e-32,0.272136379256166,0.294,0.165,6.23520495734689e-28,"7","SYPL1"
"TRA2B",4.13890022475529e-32,0.267273989607147,0.337,0.185,6.7720685477446e-28,"7","TRA2B"
"CAPZA2",6.82169901349749e-32,0.266221940871899,0.274,0.159,1.11616639258846e-27,"7","CAPZA2"
"DDX46",8.17170031038688e-32,0.272373935773301,0.316,0.177,1.3370536047855e-27,"7","DDX46"
"VKORC1.1",1.09793234204421e-31,0.253111665233494,0.219,0.105,1.79643689805274e-27,"7","VKORC1"
"ANXA7",1.13717676176173e-31,0.259948660324526,0.28,0.157,1.86064861759454e-27,"7","ANXA7"
"ZNF385D.1",1.18529219139047e-31,-0.311374364320037,0.171,0.323,1.93937508355308e-27,"7","ZNF385D"
"COX7A2L",1.84721724186688e-31,0.292475109363752,0.339,0.236,3.02241685114259e-27,"7","COX7A2L"
"CHMP5",2.52651347119232e-31,0.252115748014433,0.259,0.134,4.13388134156487e-27,"7","CHMP5"
"NMNAT3",2.74876806430677e-31,-0.391089171349771,0.307,0.47,4.49753430681873e-27,"7","NMNAT3"
"CD47",3.65938602448761e-31,0.46444112908911,0.313,0.207,5.98748741326663e-27,"7","CD47"
"AP3S1",6.16150827072601e-31,0.255332075758187,0.307,0.17,1.00814598325619e-26,"7","AP3S1"
"POLR1D",6.69288787594255e-31,0.268567089461448,0.313,0.198,1.09509031426172e-26,"7","POLR1D"
"SFT2D1",9.21015830167353e-31,0.261189107796862,0.279,0.162,1.50696610131982e-26,"7","SFT2D1"
"PPP1CB",9.92168771352382e-31,0.368229786928659,0.268,0.168,1.62338654368677e-26,"7","PPP1CB"
"ARF6",1.31137113589607e-30,0.273517916822651,0.39,0.242,2.14566545255314e-26,"7","ARF6"
"TMCO1",1.40701799165357e-30,0.274017989777998,0.288,0.185,2.30216283794357e-26,"7","TMCO1"
"DRAP1",1.80540458705116e-30,0.3546022973564,0.376,0.255,2.95400298533311e-26,"7","DRAP1"
"INS.1",1.92197840377937e-30,1.12850787649074,0.417,0.588,3.14474106426381e-26,"7","INS"
"COX4I1",2.06422993028457e-30,0.543761134071646,0.839,0.727,3.37749301193162e-26,"7","COX4I1"
"EIF3M",2.66977891290455e-30,0.294751262708732,0.379,0.242,4.36829225729443e-26,"7","EIF3M"
"TMEM256",1.29611047415854e-29,0.26187641072482,0.316,0.181,2.12069595781821e-25,"7","TMEM256"
"OSTC.1",3.633572726892e-29,0.270786672357643,0.31,0.2,5.94525169574069e-25,"7","OSTC"
"GZMK.1",8.23724861546324e-29,-0.519400827497838,0.099,0.219,1.3477786184621e-24,"7","GZMK"
"L2HGDH",1.10864517266098e-28,-0.322437865763683,0.275,0.413,1.8139652315079e-24,"7","L2HGDH"
"SRGN",2.07257950279592e-28,-0.383893920181504,0.518,0.675,3.39115458247468e-24,"7","SRGN"
"DGUOK",2.22315641143243e-28,0.252576645466055,0.334,0.195,3.63752852038574e-24,"7","DGUOK"
"ACTR2",2.81693409576129e-28,0.255987150958465,0.355,0.214,4.60906756748463e-24,"7","ACTR2"
"PCNP",8.7860782901477e-28,0.250161939594136,0.361,0.22,1.43757812983397e-23,"7","PCNP"
"ST13",8.89932132249524e-28,0.302506041799937,0.4,0.262,1.45610695478667e-23,"7","ST13"
"SCP2",9.58908676896794e-28,0.25392986690027,0.354,0.222,1.56896637713853e-23,"7","SCP2"
"PSME1",1.40497030673763e-27,0.381600027931903,0.604,0.491,2.29881241588412e-23,"7","PSME1"
"RAB3B.1",1.8168840356519e-27,-0.318133275852676,0.564,0.707,2.97278565913364e-23,"7","RAB3B"
"CD52.1",2.64812685177242e-27,-0.275814313100252,0.644,0.778,4.33286515487003e-23,"7","CD52"
"KRT10.1",4.72336670632149e-27,0.287158379982982,0.367,0.242,7.72837260488323e-23,"7","KRT10"
"GIMAP7.1",5.86528407585243e-27,-0.298018970503351,0.151,0.284,9.59677780490975e-23,"7","GIMAP7"
"NDUFAF8",1.04493639632996e-26,0.250275001192062,0.246,0.138,1.70972493167508e-22,"7","NDUFAF8"
"MRPL33",1.81313416457429e-26,0.282352180135161,0.306,0.202,2.96665012007646e-22,"7","MRPL33"
"C19orf53",2.09346351578419e-26,0.336608942825144,0.493,0.373,3.42532500452609e-22,"7","C19orf53"
"SPCS2.1",4.2394056427444e-26,0.31643340506884,0.454,0.318,6.93651551265838e-22,"7","SPCS2"
"JTB.1",6.65592912520333e-26,0.295683122499805,0.391,0.279,1.08904312346577e-21,"7","JTB"
"GNAS.1",3.07539457482246e-25,0.404364989088049,0.416,0.3,5.03196060332451e-21,"7","GNAS"
"GABARAPL2",4.06397847389412e-25,0.290241152451591,0.377,0.268,6.64948157898556e-21,"7","GABARAPL2"
"HNRNPH1",8.29623604639645e-25,0.273248702503218,0.352,0.218,1.35743014191139e-20,"7","HNRNPH1"
"C4orf3",2.66505301424509e-24,0.284120585129602,0.498,0.379,4.36055974190782e-20,"7","C4orf3"
"MICOS10",6.45568933356284e-24,0.259009312274934,0.438,0.305,1.05627988875755e-19,"7","MICOS10"
"EID1",4.01023359412007e-23,0.295076514990826,0.433,0.318,6.56154420669927e-19,"7","EID1"
"HCST.1",1.13613963845651e-22,-0.364910989566579,0.363,0.473,1.85895167644254e-18,"7","HCST"
"MTDH.1",1.75017308354446e-22,0.276926557154395,0.346,0.238,2.86363319929545e-18,"7","MTDH"
"UBXN4.1",2.38360687295322e-22,0.25661970045814,0.364,0.237,3.90005756552606e-18,"7","UBXN4"
"RBM39",1.71161396334947e-20,0.257150462264109,0.398,0.274,2.80054276683241e-16,"7","RBM39"
"EIF3K",3.13565703119054e-20,0.298139029468838,0.576,0.457,5.13056203443396e-16,"7","EIF3K"
"CST7.1",4.92591258787938e-20,-0.307689772065366,0.171,0.275,8.05977817628824e-16,"7","CST7"
"ATP5MC2",6.79785263595771e-19,0.284368906894753,0.703,0.593,1.1122646482954e-14,"7","ATP5MC2"
"PIGN",9.39084851334093e-18,-0.279330572573274,0.254,0.361,1.53653063375284e-13,"7","PIGN"
"IL7R.2",0,0.996307140964874,0.695,0.291,0,"0_0","IL7R"
"TSC22D3.1",0,0.757818642246662,0.839,0.642,0,"0_0","TSC22D3"
"ZFP36L2.1",0,0.756254288987575,0.837,0.626,0,"0_0","ZFP36L2"
"MS4A1.1",0,-0.836464321215961,0.039,0.267,0,"0_0","MS4A1"
"CD79A.1",0,-0.901987314538516,0.026,0.285,0,"0_0","CD79A"
"HLA-DRA",0,-1.87364712943219,0.33,0.587,0,"0_0","HLA-DRA"
"CD74.1",0,-1.88114696942656,0.696,0.84,0,"0_0","CD74"
"LYAR",3.15936354240629e-317,0.469319996227282,0.36,0.129,5.16935062808517e-313,"0_0","LYAR"
"CD79B",2.76829282138873e-302,-0.578409251379568,0.042,0.254,4.52948071435624e-298,"0_0","CD79B"
"HLA-DPA1.1",2.88919195478816e-284,-0.875438415064949,0.266,0.489,4.72729587642439e-280,"0_0","HLA-DPA1"
"SRGN.1",5.21849991917248e-251,0.57150937640536,0.844,0.643,8.53850956775001e-247,"0_0","SRGN"
"HLA-DPB1.1",2.35482940917083e-248,-0.845442615916113,0.295,0.5,3.85297187928531e-244,"0_0","HLA-DPB1"
"CCL5.2",7.25701877191773e-247,0.536668716021156,0.841,0.632,1.18739341146118e-242,"0_0","CCL5"
"ANXA1",4.75041566352827e-236,0.624685288244174,0.506,0.283,7.77263010866496e-232,"0_0","ANXA1"
"GPR171.1",3.43860166032007e-230,0.443368137333601,0.411,0.189,5.62624003661569e-226,"0_0","GPR171"
"HLA-DRB1.1",3.57291734000106e-227,-0.715649191486505,0.171,0.39,5.84600735170974e-223,"0_0","HLA-DRB1"
"SARAF.2",1.32701705777386e-226,0.495112583424617,0.721,0.544,2.17126530992959e-222,"0_0","SARAF"
"LEPROTL1.1",3.21466444406558e-217,0.41522189955091,0.48,0.255,5.2598339633801e-213,"0_0","LEPROTL1"
"HLA-DQB1",3.8435447182565e-208,-0.497144646693039,0.067,0.244,6.28880786801129e-204,"0_0","HLA-DQB1"
"KLRB1.2",1.55910019936028e-193,0.667126590470833,0.455,0.237,2.55099974619328e-189,"0_0","KLRB1"
"CXCR4.2",5.06942051674496e-187,0.485956111364464,0.896,0.775,8.29458584949811e-183,"0_0","CXCR4"
"HLA-DMA",2.17003927948688e-186,-0.395848932939328,0.078,0.25,3.55061826909644e-182,"0_0","HLA-DMA"
"CD2.1",5.93690236556577e-148,0.309227114716034,0.64,0.43,9.71395965053872e-144,"0_0","CD2"
"GZMK.2",2.22725834624837e-143,0.435165895840037,0.371,0.191,3.64424010613159e-139,"0_0","GZMK"
"RGS1",1.45193554775876e-134,0.629831284973859,0.534,0.361,2.37565694324288e-130,"0_0","RGS1"
"CD37.2",3.60265842500024e-129,-0.486667277176529,0.416,0.538,5.89466971498539e-125,"0_0","CD37"
"CD69.2",2.04234025270454e-123,0.447274475057979,0.519,0.345,3.34167712147518e-119,"0_0","CD69"
"DUSP2",2.18581054394867e-119,0.382408718621807,0.326,0.173,3.57642321200881e-115,"0_0","DUSP2"
"LTB.1",1.66634749353952e-116,-0.587526673812372,0.338,0.489,2.72647776892936e-112,"0_0","LTB"
"CD3E.1",4.64836801264925e-115,0.27814026196797,0.496,0.316,7.60565974229671e-111,"0_0","CD3E"
"TNFAIP3",4.14508485344324e-111,0.276097563709,0.245,0.119,6.78218783720382e-107,"0_0","TNFAIP3"
"ZFP36",3.04414093405919e-108,0.468107017739164,0.493,0.361,4.98082339630765e-104,"0_0","ZFP36"
"PIK3IP1.2",2.27507411692109e-84,0.264832276562095,0.457,0.316,3.72247627010629e-80,"0_0","PIK3IP1"
"CCL4.1",1.49270763752375e-78,0.42779723953761,0.481,0.333,2.44236823651637e-74,"0_0","CCL4"
"ARPC3.2",5.54570552725637e-78,-0.324082083630624,0.483,0.607,9.07388338369687e-74,"0_0","ARPC3"
"ID2.1",1.2955275041216e-77,0.335011671459776,0.445,0.303,2.11974210224376e-73,"0_0","ID2"
"ARPC1B.2",2.81193242159333e-58,-0.261522261638606,0.307,0.417,4.60088382821101e-54,"0_0","ARPC1B"
"GNLY",0,1.42471493033972,0.293,0.102,0,"1","GNLY"
"CCL5.3",0,1.1872562972716,0.887,0.588,0,"1","CCL5"
"NKG7.1",0,1.14817506313292,0.645,0.221,0,"1","NKG7"
"GZMA.1",0,1.11043401363799,0.636,0.207,0,"1","GZMA"
"HCST.2",0,1.08148457456345,0.818,0.361,0,"1","HCST"
"CCL4.2",0,1.07181320242138,0.658,0.257,0,"1","CCL4"
"GZMB",0,0.988286632661268,0.405,0.105,0,"1","GZMB"
"GZMH",0,0.91416388095234,0.458,0.107,0,"1","GZMH"
"S100A4.1",0,0.79372752413859,0.859,0.594,0,"1","S100A4"
"CD3D.1",0,0.753934138081515,0.753,0.413,0,"1","CD3D"
"CCL4L2",0,0.720885821996801,0.337,0.134,0,"1","CCL4L2"
"IL32.1",0,0.669955311346193,0.897,0.541,0,"1","IL32"
"CD2.2",0,0.668768438851837,0.72,0.375,0,"1","CD2"
"SH3BGRL3.1",0,0.666495870588615,0.889,0.721,0,"1","SH3BGRL3"
"ID2.2",0,0.599300354993763,0.563,0.246,0,"1","ID2"
"CTSW",0,0.596717225873239,0.392,0.12,0,"1","CTSW"
"KLRD1",0,0.584779496795802,0.36,0.099,0,"1","KLRD1"
"CD7.1",0,0.579527523890332,0.557,0.273,0,"1","CD7"
"HOPX",0,0.560277981342589,0.387,0.107,0,"1","HOPX"
"CD8A.1",0,0.559985277961601,0.428,0.128,0,"1","CD8A"
"PRF1",0,0.525515694700116,0.349,0.106,0,"1","PRF1"
"ALOX5AP.1",0,0.518132326019525,0.526,0.279,0,"1","ALOX5AP"
"CST7.2",0,0.495224764446542,0.489,0.204,0,"1","CST7"
"KLRC1",0,0.486452403792429,0.226,0.056,0,"1","KLRC1"
"CKLF.1",0,0.47507401837139,0.474,0.236,0,"1","CKLF"
"CD8B",0,0.457690799556513,0.355,0.109,0,"1","CD8B"
"CD3E.2",0,0.396109302403234,0.532,0.28,0,"1","CD3E"
"XCL2",0,0.339967527687444,0.235,0.068,0,"1","XCL2"
"SELL",0,-0.373213017624814,0.049,0.222,0,"1","SELL"
"SMIM14.1",0,-0.456495472197652,0.04,0.2,0,"1","SMIM14"
"VPREB3",0,-0.525698154512374,0.011,0.203,0,"1","VPREB3"
"CD79B.1",0,-0.615078697027286,0.059,0.278,0,"1","CD79B"
"EEF1B2",0,-0.652163982531659,0.628,0.746,0,"1","EEF1B2"
"HLA-DPB1.2",0,-0.735515521898097,0.384,0.5,0,"1","HLA-DPB1"
"HLA-DPA1.2",0,-0.743243092263898,0.359,0.491,0,"1","HLA-DPA1"
"MS4A1.2",0,-0.943029589709686,0.029,0.302,0,"1","MS4A1"
"CD79A.2",0,-1.00051681551738,0.023,0.321,0,"1","CD79A"
"HLA-DRA.1",0,-1.83435423412069,0.389,0.605,0,"1","HLA-DRA"
"CD74.2",0,-1.8495578913438,0.725,0.85,0,"1","CD74"
"CD37.3",4.94065645841247e-324,-0.562792770938729,0.44,0.547,8.08390209725448e-320,"1","CD37"
"PFN1.2",1.43773102939803e-321,0.429898672003723,0.909,0.787,2.35241551030105e-317,"1","PFN1"
"HLA-DQB1.1",5.03798739064319e-320,-0.511856369506573,0.091,0.261,8.24315496857039e-316,"1","HLA-DQB1"
"EEF2",6.02735384644029e-319,-0.561530760032587,0.522,0.679,9.8619563635456e-315,"1","EEF2"
"SRGN.2",9.73694029931443e-314,0.307590257296336,0.837,0.618,1.59315817177383e-309,"1","SRGN"
"LTB.2",6.21035857147731e-309,-0.541206863823591,0.297,0.523,1.01613886946512e-304,"1","LTB"
"APOBEC3G",8.48422870322753e-303,0.325193535018228,0.32,0.131,1.38818950042209e-298,"1","APOBEC3G"
"CXCR6",1.75624082127619e-296,0.307048943662758,0.26,0.089,2.8735612317721e-292,"1","CXCR6"
"BIRC3",2.22992816290395e-279,-0.460815441704267,0.131,0.314,3.64860846014345e-275,"1","BIRC3"
"PABPC1.1",9.3646020731838e-276,-0.499602774729704,0.519,0.662,1.53223619121433e-271,"1","PABPC1"
"CLEC2B",2.32839455655116e-266,0.329919456060209,0.38,0.184,3.809719173429e-262,"1","CLEC2B"
"GZMM",6.02305002537732e-263,0.25625911584719,0.285,0.114,9.85491445152237e-259,"1","GZMM"
"PLAAT4.1",5.38468874608249e-256,0.351934937026686,0.507,0.296,8.81042772634017e-252,"1","PLAAT4"
"CLIC3",9.71679933799386e-254,0.27334121758498,0.21,0.067,1.58986270768256e-249,"1","CLIC3"
"HLA-DRB1.2",4.33433974318052e-245,-0.620547383665909,0.259,0.392,7.09184668779196e-241,"1","HLA-DRB1"
"CD3G.1",1.13320285384173e-244,0.293484923617954,0.366,0.179,1.85414650945584e-240,"1","CD3G"
"ANXA1.1",1.49776085257313e-237,0.27797440785299,0.465,0.264,2.45063630698015e-233,"1","ANXA1"
"CRIP1.1",1.71456619953643e-231,0.393108554006497,0.743,0.563,2.80537321568151e-227,"1","CRIP1"
"NOP53.2",9.5459184881655e-231,-0.447063149875785,0.497,0.626,1.56190318303364e-226,"1","NOP53"
"HLA-DMA.1",8.60008975563706e-225,-0.368175915193235,0.119,0.261,1.40714668581734e-220,"1","HLA-DMA"
"CD99.1",1.2168903955638e-218,0.322736763947542,0.541,0.344,1.99107606522149e-214,"1","CD99"
"HLA-DQA1",1.9563097849867e-211,-0.355022336541579,0.073,0.201,3.20091407019523e-207,"1","HLA-DQA1"
"KLRB1.3",3.4311520957363e-211,0.50071943846462,0.405,0.223,5.61405105904374e-207,"1","KLRB1"
"LCK.1",3.1967054331e-203,0.263053056906189,0.368,0.196,5.23044942963822e-199,"1","LCK"
"IFITM2.1",2.09538674811654e-201,0.424030771479433,0.758,0.632,3.42847179726828e-197,"1","IFITM2"
"EIF3E.1",4.0700373981438e-200,-0.391710941112763,0.457,0.578,6.65939519084288e-196,"1","EIF3E"
"EVL.1",2.8621180650984e-194,0.316605829570829,0.602,0.42,4.682997578114e-190,"1","EVL"
"LGALS1.1",1.77546488045666e-189,0.436183263151315,0.582,0.416,2.90501563740319e-185,"1","LGALS1"
"SOCS1",4.8110675289755e-183,0.255278606753063,0.278,0.134,7.87186869090971e-179,"1","SOCS1"
"MYL12A.2",2.8440943753651e-182,0.313532210388949,0.825,0.707,4.65350721697238e-178,"1","MYL12A"
"CD69.3",1.38520574305152e-179,0.358804202673322,0.505,0.326,2.2664736367809e-175,"1","CD69"
"CD52.2",4.93346458773733e-176,0.38430132329347,0.855,0.748,8.07213475845583e-172,"1","CD52"
"NAP1L1.2",1.73954384151777e-170,-0.359226879305552,0.418,0.549,2.84624163349138e-166,"1","NAP1L1"
"GZMK.3",9.19327545005246e-131,0.34393491495893,0.317,0.184,1.50420372913758e-126,"1","GZMK"
"CALM1.1",8.26624209701825e-125,0.254833454716864,0.63,0.485,1.35252253191413e-120,"1","CALM1"
"EIF3L.1",8.08057192098979e-123,-0.289764146863491,0.264,0.375,1.32214317771235e-118,"1","EIF3L"
"IFITM1.1",1.97018551044586e-118,0.314039722188789,0.538,0.401,3.22361753219152e-114,"1","IFITM1"
"REL",1.0940653953013e-90,-0.262051859221746,0.292,0.396,1.79010979979198e-86,"1","REL"
"SAT1.1",5.13324485766012e-83,-0.555850336165471,0.401,0.507,8.39901523610349e-79,"1","SAT1"
"RGS1.1",3.78220336739197e-61,0.254692080079194,0.464,0.359,6.18844114972674e-57,"1","RGS1"
"NMNAT3.1",0,0.81751579795837,0.621,0.45,0,"3","NMNAT3"
"PIGN.1",2.48366930885426e-296,0.636890298587355,0.494,0.345,4.06377972314735e-292,"3","PIGN"
"ARHGDIB.1",1.63895464071385e-273,-0.60410570731749,0.431,0.756,2.681657583136e-269,"3","ARHGDIB"
"HLA-C",2.11225071195234e-245,-0.559343101627786,0.804,0.931,3.45606461489641e-241,"3","HLA-C"
"LDHB.2",4.28518009641016e-244,-0.530922352970627,0.151,0.455,7.01141167374631e-240,"3","LDHB"
"HSPA8.1",2.46296789865042e-232,-0.459653534640985,0.178,0.476,4.02990807577182e-228,"3","HSPA8"
"CORO1A.2",3.77319711780102e-232,-0.541782311503922,0.305,0.621,6.17370512414603e-228,"3","CORO1A"
"EIF3E.2",1.60682070392578e-221,-0.462099008689368,0.271,0.575,2.62908003576336e-217,"3","EIF3E"
"CORO1B.1",1.97305871949109e-211,-0.486677767630544,0.394,0.685,3.22831867683133e-207,"3","CORO1B"
"CCNI.1",3.5513244722397e-209,-0.338063706035157,0.218,0.492,5.81067710147859e-205,"3","CCNI"
"EEF1B2.1",3.20768807348908e-207,-0.661916613327214,0.475,0.741,5.24841922584283e-203,"3","EEF1B2"
"LAPTM5.1",1.26431979333947e-203,-0.50924723575411,0.294,0.589,2.06868004586205e-199,"3","LAPTM5"
"EIF3K.1",3.56523820742914e-201,-0.34281552538432,0.213,0.485,5.83344275499557e-197,"3","EIF3K"
"COMMD6.1",1.91226989224829e-199,-0.402631784696779,0.364,0.653,3.12885599769666e-195,"3","COMMD6"
"SSR2",1.05734539555279e-191,-0.297156723282107,0.2,0.456,1.73002853620347e-187,"3","SSR2"
"REL.1",2.58269039839275e-191,0.478646123444933,0.466,0.363,4.22579802985021e-187,"3","REL"
"HINT1.1",6.82459015497683e-188,-0.31176381040916,0.36,0.636,1.11663944115731e-183,"3","HINT1"
"HCST.3",9.62425460318254e-188,-0.645449461148945,0.219,0.493,1.57472053817273e-183,"3","HCST"
"EEF1D",1.79182349861377e-185,-0.503847723057326,0.666,0.858,2.93178160843185e-181,"3","EEF1D"
"TOMM7.1",2.07264659606215e-184,-0.480323728248963,0.472,0.739,3.3912643604769e-180,"3","TOMM7"
"EIF3F.1",1.47567461222403e-183,-0.340541904301917,0.192,0.446,2.41449880052096e-179,"3","EIF3F"
"ARL6IP5.1",7.94724871798442e-183,-0.258110444056343,0.193,0.427,1.30032883523661e-178,"3","ARL6IP5"
"SLC25A6",4.9810448452086e-181,-0.36596586439769,0.367,0.642,8.14998557573032e-177,"3","SLC25A6"
"RAC2.2",1.47933227721792e-179,-0.353254901133127,0.21,0.468,2.42048347198397e-175,"3","RAC2"
"CD3E.3",3.97558033619513e-179,-0.417079388769253,0.118,0.361,6.50484454608247e-175,"3","CD3E"
"FSIP2",3.21743423581152e-178,0.396752189489747,0.278,0.178,5.26436589663481e-174,"3","FSIP2"
"PSMB9.2",7.76596418475826e-178,-0.299233510776014,0.174,0.411,1.27066705991015e-173,"3","PSMB9"
"ARPC2.2",9.01483257251411e-178,-0.38767186084111,0.295,0.569,1.47500690551476e-173,"3","ARPC2"
"PFN1.3",3.71068577338615e-176,-0.434297651735159,0.63,0.834,6.07142406241442e-172,"3","PFN1"
"PSME1.1",5.73368192016222e-175,-0.289845964993544,0.261,0.517,9.38145035776942e-171,"3","PSME1"
"CD3D.2",2.21690310401419e-172,-0.655209355655596,0.251,0.517,3.62729685878802e-168,"3","CD3D"
"SARAF.3",1.74017879894793e-169,-0.387624693230839,0.325,0.59,2.8472805508386e-165,"3","SARAF"
"MYL12A.3",1.36561205810929e-168,-0.261712676468808,0.503,0.757,2.23441444947841e-164,"3","MYL12A"
"CYTIP.1",6.52158376313023e-168,-0.311250241308457,0.184,0.42,1.06706153532337e-163,"3","CYTIP"
"GMFG.1",3.39794652806278e-167,-0.326886382037252,0.266,0.518,5.55972010921632e-163,"3","GMFG"
"LSP1.1",1.95445177726466e-165,-0.339864633488261,0.176,0.417,3.19787399796044e-161,"3","LSP1"
"CD53.1",1.93550061795347e-163,-0.331137138565754,0.259,0.51,3.16686611109547e-159,"3","CD53"
"CD48.2",4.25902221277376e-162,-0.33854848079792,0.17,0.407,6.96861214454043e-158,"3","CD48"
"RAN.1",2.65653636332118e-161,-0.283677284880739,0.196,0.431,4.34662479766612e-157,"3","RAN"
"GPSM3.1",1.62017490689061e-160,-0.271563551801912,0.139,0.353,2.65093018265442e-156,"3","GPSM3"
"EIF3L.2",3.67637070386158e-160,-0.346969349461047,0.14,0.368,6.01527774565831e-156,"3","EIF3L"
"YBX1.1",4.98801470382563e-155,-0.253470853849388,0.382,0.629,8.16138965839949e-151,"3","YBX1"
