"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CYBA.1",3.11529957855864e-154,-0.353847932204147,0.531,0.77,5.09725317043764e-150,"3","CYBA"
"CXCR4.3",1.89333309222974e-148,-0.595015548293929,0.602,0.809,3.09787160550629e-144,"3","CXCR4"
"PABPC1.2",1.04842822653459e-141,-0.381569964278414,0.405,0.649,1.7154382642559e-137,"3","PABPC1"
"IL32.2",1.17372913343881e-141,-0.339627681012059,0.423,0.645,1.92045560813258e-137,"3","IL32"
"RNASEK",3.11690865180573e-141,-0.261273016888211,0.209,0.424,5.09988593608453e-137,"3","RNASEK"
"ARPC1B.3",3.8985412317072e-141,-0.260867511930186,0.205,0.421,6.37879316331933e-137,"3","ARPC1B"
"ALOX5AP.2",1.17451339104124e-140,-0.338166461719588,0.143,0.356,1.92173881042168e-136,"3","ALOX5AP"
"LCK.2",2.33528077694003e-138,-0.27634883833516,0.071,0.253,3.82098640722928e-134,"3","LCK"
"NPM1.2",7.53743822549715e-138,-0.379234066171611,0.508,0.739,1.23327564245584e-133,"3","NPM1"
"UCP2.2",1.00319029547948e-136,-0.314833272793335,0.101,0.296,1.64141996146352e-132,"3","UCP2"
"PLAAT4.2",1.47539312212068e-136,-0.334112928416774,0.152,0.365,2.41403822641386e-132,"3","PLAAT4"
"EEF2.1",2.0193508050537e-136,-0.362597443395275,0.423,0.662,3.30406178722887e-132,"3","EEF2"
"OAZ1.1",4.73593638924157e-135,-0.311838609436637,0.569,0.786,7.74893912007706e-131,"3","OAZ1"
"TSC22D3.2",6.82769512887025e-133,-0.385252485878339,0.456,0.688,1.11714747698575e-128,"3","TSC22D3"
"RAB3B.2",1.48638624858753e-132,0.525804943963925,0.801,0.693,2.43202517993892e-128,"3","RAB3B"
"EEF1G",7.3264151691417e-131,-0.619782094409124,0.472,0.648,1.19874804997497e-126,"3","EEF1G"
"COTL1.2",3.00472841541013e-126,-0.341927628936364,0.177,0.387,4.91633663329405e-122,"3","COTL1"
"HLA-E.2",4.31438324468018e-125,-0.303439773069834,0.559,0.772,7.05919386494571e-121,"3","HLA-E"
"PTPRCAP.1",3.85092772075799e-123,-0.334768033649804,0.311,0.53,6.30088793670423e-119,"3","PTPRCAP"
"CD27.1",2.85962176452995e-119,-0.299093316413925,0.079,0.253,4.67891313112391e-115,"3","CD27"
"HNRNPA1.2",4.15006462580493e-119,-0.425916068113959,0.7,0.838,6.79033574074203e-115,"3","HNRNPA1"
"CD37.4",2.61009721817516e-117,-0.320606820033632,0.325,0.541,4.27064106837819e-113,"3","CD37"
"SRGN.3",2.08005284487523e-107,-0.404430917142053,0.481,0.688,3.40338246478484e-103,"3","SRGN"
"CST7.3",7.89369323854509e-107,-0.351005902911424,0.112,0.287,1.29156608769075e-102,"3","CST7"
"CD7.2",2.89465002711556e-106,-0.397060792973336,0.166,0.358,4.73622637436648e-102,"3","CD7"
"ITM2A.1",4.63522851215476e-103,-0.269356684616407,0.105,0.271,7.58416089158762e-99,"3","ITM2A"
"CD2.3",1.97290516143726e-100,-0.340345273021948,0.274,0.475,3.22806742514364e-96,"3","CD2"
"NOP53.3",1.15385502431581e-99,-0.253590214461107,0.415,0.613,1.88793759078553e-95,"3","NOP53"
"HMGB2.2",1.58887227269973e-96,-0.3267246275231,0.221,0.406,2.59971281259129e-92,"3","HMGB2"
"HMGN2.1",5.51540014945251e-94,-0.273995124139283,0.255,0.437,9.0242977245342e-90,"3","HMGN2"
"SSR4.1",2.09081445843132e-92,-0.468020179060026,0.311,0.505,3.42099061688533e-88,"3","SSR4"
"NKG7.2",1.63761371501377e-91,-0.696907777061601,0.163,0.337,2.67946356050553e-87,"3","NKG7"
"GSTP1.2",2.20190438620352e-90,0.304371536885965,0.297,0.407,3.6027559567062e-86,"3","GSTP1"
"BTF3.1",4.54431267875854e-87,-0.282891002994928,0.619,0.786,7.43540440498473e-83,"3","BTF3"
"S100A4.2",7.36871490019852e-84,-0.547219274465742,0.505,0.671,1.20566913197048e-79,"3","S100A4"
"HLA-DPA1.3",3.53332002647468e-83,-0.556572553155036,0.296,0.475,5.78121822731787e-79,"3","HLA-DPA1"
"HLA-DPB1.3",6.91321646798147e-81,-0.554047764814436,0.309,0.488,1.13114047849113e-76,"3","HLA-DPB1"
"CD52.3",8.28044116542865e-81,-0.27581023467455,0.622,0.788,1.35484578348744e-76,"3","CD52"
"GZMA.2",3.25303671893021e-80,-0.532912853570682,0.162,0.323,5.32261867951362e-76,"3","GZMA"
"ZFP36L2.2",1.56301175248668e-77,-0.295730643267411,0.492,0.67,2.5573998294187e-73,"3","ZFP36L2"
"IFITM3.1",1.96375583032123e-76,0.52340952208592,0.527,0.387,3.21309728957159e-72,"3","IFITM3"
"KLRB1.4",4.42394274892269e-76,-0.610723316719262,0.133,0.279,7.2384551257873e-72,"3","KLRB1"
"IFITM1.2",3.97331492263358e-55,-0.36052304318835,0.307,0.445,6.50113787641306e-51,"3","IFITM1"
"HLA-DRB1.3",4.14403735882983e-54,-0.354476036482576,0.231,0.373,6.78047392651737e-50,"3","HLA-DRB1"
"IGFBP7.1",2.05253231794276e-48,0.378226584630014,0.578,0.467,3.35835337861794e-44,"3","IGFBP7"
"CCL4.3",8.6447004209209e-45,-0.423933913529575,0.235,0.364,1.41444588287108e-40,"3","CCL4"
"CRIP1.2",5.48233944931911e-44,-0.383473712654014,0.494,0.616,8.97020380697593e-40,"3","CRIP1"
"IL7R.3",1.62573556717463e-43,-0.2962262469479,0.23,0.355,2.66002853501113e-39,"3","IL7R"
"CD79B.2",6.16845437766418e-42,-0.252918058972172,0.129,0.235,1.00928250527341e-37,"3","CD79B"
"CMC1",0,2.04189235390638,0.988,0.109,0,"4","CMC1"
"NKG7.3",0,1.46571795366209,0.822,0.282,0,"4","NKG7"
"GZMK.4",0,1.45831132339793,0.667,0.179,0,"4","GZMK"
"CST7.4",0,0.992672545958972,0.714,0.236,0,"4","CST7"
"CCL5.4",0,0.90893110685692,0.937,0.637,0,"4","CCL5"
"CCL4.4",0,0.857489338386268,0.751,0.321,0,"4","CCL4"
"GZMA.3",0,0.646533984384255,0.7,0.278,0,"4","GZMA"
"DUSP2.1",4.04930986671305e-299,0.738928272302575,0.503,0.168,6.62548080391589e-295,"4","DUSP2"
"LTB.3",1.20594757474226e-252,-1.09868477930804,0.181,0.492,1.97317142179329e-248,"4","LTB"
"CD79A.3",2.3104404871262e-241,-0.86790544426206,0.023,0.268,3.7803427250359e-237,"4","CD79A"
"EOMES",1.80251258968969e-188,0.282294274841374,0.204,0.036,2.94927109925026e-184,"4","EOMES"
"KLRD1.1",5.38442871577392e-176,0.667544530292157,0.372,0.144,8.81000226474929e-172,"4","KLRD1"
"MS4A1.3",1.02476725041524e-172,-0.767017896620983,0.049,0.252,1.67672417512941e-168,"4","MS4A1"
"HLA-DRA.2",5.87834283891522e-169,-1.51703283646074,0.433,0.563,9.61814455303309e-165,"4","HLA-DRA"
"KLRG1",6.12031534979797e-168,0.3261726482287,0.248,0.063,1.00140599753394e-163,"4","KLRG1"
"CD79B.3",4.65901571899438e-157,-0.545666319939163,0.047,0.24,7.6230815194186e-153,"4","CD79B"
"CCL4L2.1",4.37573189081361e-149,0.753233292653737,0.398,0.165,7.15957251974923e-145,"4","CCL4L2"
"CD52.4",3.38502202835137e-143,-0.627311022073276,0.62,0.785,5.53857304278851e-139,"4","CD52"
"HCST.4",4.2663346900348e-143,0.407881155401529,0.715,0.45,6.98057681983495e-139,"4","HCST"
"GZMM.1",8.7935495580753e-133,0.340357883755754,0.341,0.14,1.43880057869228e-128,"4","GZMM"
"CTSW.1",2.24099293590716e-126,0.413837509266553,0.383,0.169,3.6667126417313e-122,"4","CTSW"
"LYAR.1",3.12698965411092e-118,0.321852107885498,0.342,0.145,5.11638047205629e-114,"4","LYAR"
"PRF1.1",2.46003019579565e-117,0.417706669358862,0.344,0.149,4.02510140636084e-113,"4","PRF1"
"GZMH.1",2.88757036633821e-107,0.516342736695926,0.37,0.176,4.72464263340257e-103,"4","GZMH"
"SH2D1A",2.44251302511342e-106,0.266869625031003,0.263,0.1,3.99643981169058e-102,"4","SH2D1A"
"GNLY.1",5.34819437934753e-104,0.910963543056796,0.298,0.135,8.75071564348843e-100,"4","GNLY"
"PYHIN1",5.88862939464754e-96,0.262051089226563,0.275,0.114,9.6349754155223e-92,"4","PYHIN1"
"GIMAP7.2",1.38669491868401e-95,0.28314527223412,0.469,0.264,2.26891022595077e-91,"4","GIMAP7"
"TYROBP",1.401916666192e-89,0.463122917332731,0.261,0.131,2.29381604922334e-85,"4","TYROBP"
"BIRC3.1",3.57695211447676e-83,-0.40337173329376,0.122,0.282,5.85260904970687e-79,"4","BIRC3"
"PLAAT4.3",7.57192078562507e-83,0.343146236148279,0.519,0.332,1.23891767894397e-78,"4","PLAAT4"
"SRGN.4",6.03515575542762e-82,0.286758290538979,0.83,0.657,9.87472184703068e-78,"4","SRGN"
"CLDND1",1.05290391050905e-80,0.250043334721192,0.228,0.1,1.72276137837491e-76,"4","CLDND1"
"XCL2.1",6.63885062572398e-75,0.306500527045319,0.232,0.098,1.08624873938096e-70,"4","XCL2"
"NPM1.3",2.46966019542241e-72,-0.453804696914219,0.613,0.727,4.04085801175014e-68,"4","NPM1"
"PABPC1.3",4.45778235640865e-72,-0.433344131662264,0.522,0.636,7.29382349155584e-68,"4","PABPC1"
"LAPTM5.2",1.33643386669052e-70,-0.405957857800457,0.453,0.572,2.18667309267903e-66,"4","LAPTM5"
"NAP1L1.3",1.20008437079174e-60,-0.358398569778006,0.387,0.528,1.96357804748944e-56,"4","NAP1L1"
"EIF3E.3",6.26359651103869e-59,-0.362922654577575,0.434,0.558,1.02484966113615e-54,"4","EIF3E"
"HLA-DQB1.2",4.57128023675009e-58,-0.368339340262195,0.123,0.229,7.4795287233705e-54,"4","HLA-DQB1"
"ITGB2",8.98486686031684e-56,0.253347151831371,0.367,0.227,1.47010391568504e-51,"4","ITGB2"
"GZMB.1",6.80801684060151e-54,0.323187603988144,0.3,0.167,1.11392771545922e-49,"4","GZMB"
"HLA-DMA.2",4.84871713036266e-52,-0.287935730759651,0.131,0.235,7.93347096869938e-48,"4","HLA-DMA"
"HMGN1.2",2.05595426093629e-49,-0.33926410894966,0.334,0.452,3.36395236174395e-45,"4","HMGN1"
"HSP90AB1.1",6.65843290029591e-47,-0.385380405710027,0.303,0.432,1.08945279114642e-42,"4","HSP90AB1"
"SAT1.2",1.47340273382201e-41,-0.674956857693615,0.374,0.491,2.41078155307958e-37,"4","SAT1"
"GPX1.1",5.88692752486596e-41,-0.259695570300324,0.197,0.312,9.63219081618569e-37,"4","GPX1"
"SEC62.1",7.96356936289866e-41,-0.269361692157077,0.25,0.371,1.30299921915748e-36,"4","SEC62"
"S100A11",1.3577099355163e-38,-0.630918523088067,0.498,0.602,2.22148499649177e-34,"4","S100A11"
"EIF3H.1",6.34312266936954e-37,-0.255834499904313,0.331,0.435,1.03786173116224e-32,"4","EIF3H"
"SERP1.1",1.80519667486637e-36,-0.251400713924763,0.281,0.391,2.95366279941635e-32,"4","SERP1"
"ZFP36L1",1.96644002773735e-35,-0.286725004006017,0.164,0.268,3.21748917338386e-31,"4","ZFP36L1"
"JUN.1",4.09860323891933e-32,-0.413353148812814,0.218,0.32,6.70613461951981e-28,"4","JUN"
"UQCRH.2",1.46435173861583e-30,-0.257790937832047,0.374,0.476,2.39597231472322e-26,"4","UQCRH"
"TNFRSF4",0,1.4764089179148,0.468,0.047,0,"5","TNFRSF4"
"IL32.3",0,1.45957038973116,0.941,0.605,0,"5","IL32"
"TNFRSF18",0,1.08371072182532,0.49,0.055,0,"5","TNFRSF18"
"TIGIT",0,0.929964880337195,0.552,0.102,0,"5","TIGIT"
"BATF",0,0.866449515193616,0.498,0.092,0,"5","BATF"
"IL2RA",0,0.835161773703484,0.332,0.025,0,"5","IL2RA"
"DUSP4",0,0.69884062268285,0.396,0.057,0,"5","DUSP4"
"ICA1",0,0.607374147323351,0.322,0.033,0,"5","ICA1"
"LAIR2",0,0.599029025589547,0.319,0.037,0,"5","LAIR2"
"CTLA4",0,0.49231830175125,0.272,0.022,0,"5","CTLA4"
"FOXP3",0,0.348221061990521,0.205,0.007,0,"5","FOXP3"
"TBC1D4",1.8834050697114e-316,0.431442587441949,0.284,0.033,3.08162737506179e-312,"5","TBC1D4"
"S100A4.3",1.55899307464884e-266,0.982485218512261,0.865,0.643,2.55082446874043e-262,"5","S100A4"
"SPOCK2.1",5.87360745630251e-239,0.578834359284721,0.508,0.193,9.61039652000216e-235,"5","SPOCK2"
"ICOS",6.22310978525767e-214,0.360016072717458,0.219,0.031,1.01822522306386e-209,"5","ICOS"
"MAGEH1",3.65011322170796e-206,0.3926794056507,0.226,0.04,5.97231525335856e-202,"5","MAGEH1"
"MS4A1.4",1.58308077120761e-195,-0.827815391480906,0.017,0.251,2.59023675784988e-191,"5","MS4A1"
"TNFRSF1B",1.99756435814865e-193,0.422355678614758,0.31,0.089,3.26841480280282e-189,"5","TNFRSF1B"
"PMAIP1",9.62196465774289e-190,0.446903036867479,0.279,0.063,1.57434585729989e-185,"5","PMAIP1"
"CCL5.5",4.11300322979252e-186,-1.16910893858572,0.449,0.673,6.72969588458652e-182,"5","CCL5"
"GBP2",1.07519500763372e-185,0.463918904558544,0.344,0.105,1.75923407149029e-181,"5","GBP2"
"PIM2.1",9.62324236438977e-183,0.45179739962105,0.351,0.103,1.57455491566145e-178,"5","PIM2"
"BIRC3.2",2.14811076736998e-177,0.673614411415214,0.533,0.253,3.51473883757076e-173,"5","BIRC3"
"RGS1.2",3.03654616170328e-169,0.750068093657626,0.67,0.365,4.96839682977891e-165,"5","RGS1"
"SLAMF1",8.45332021858359e-169,0.2988390254955,0.219,0.042,1.38313225416465e-164,"5","SLAMF1"
"DNPH1.1",6.33125300683218e-167,0.418648495621133,0.358,0.115,1.03591961697788e-162,"5","DNPH1"
"RBPJ",2.08484258053634e-164,0.515644925360982,0.407,0.159,3.41121943027355e-160,"5","RBPJ"
"CD27.2",3.56868561417365e-161,0.526834457901777,0.472,0.222,5.83908340191092e-157,"5","CD27"
"CD4",9.73619654014761e-160,0.271516236728187,0.21,0.038,1.59303647789895e-155,"5","CD4"
"CREM",8.65393279026879e-157,0.501202252065261,0.373,0.13,1.41595648314378e-152,"5","CREM"
"SRGN.5",5.14787315320711e-149,0.686970034278358,0.843,0.659,8.42295005327747e-145,"5","SRGN"
"CXCR4.4",1.05566508764035e-148,-0.756531376627684,0.654,0.8,1.72727921639714e-144,"5","CXCR4"
"CD7.3",4.90698863463249e-148,0.6730492828973,0.585,0.325,8.02881480398568e-144,"5","CD7"
"EEF1B2.2",6.96499734971844e-148,-0.769158965882228,0.545,0.729,1.13961286636093e-143,"5","EEF1B2"
"GATA3",9.82382359774711e-140,0.312127061072911,0.233,0.06,1.60737401706338e-135,"5","GATA3"
"IL2RG",4.69037565001126e-125,0.451546868703941,0.566,0.346,7.67439263854842e-121,"5","IL2RG"
"RGPD1",3.15941372291063e-124,0.332679376846061,0.211,0.063,5.16943273342638e-120,"5","RGPD1"
"GZMA.4",3.58573451961748e-123,-0.680818894843707,0.1,0.323,5.86697882099811e-119,"5","GZMA"
"SIRPG",5.36309079758608e-122,0.257256501565161,0.217,0.055,8.77508916301035e-118,"5","SIRPG"
"SOD1.1",9.2567545445519e-121,0.49876530672937,0.622,0.414,1.51459017857958e-116,"5","SOD1"
"CD2.4",1.17758218200999e-120,0.41177545214072,0.708,0.441,1.92675996620475e-116,"5","CD2"
"GAPDH.1",4.11001469639322e-118,0.538273851264575,0.922,0.814,6.72480604623858e-114,"5","GAPDH"
"CTSC",8.02075483685139e-117,0.443652215722779,0.397,0.193,1.31235590640562e-112,"5","CTSC"
"CD79A.4",1.89665135344524e-115,-0.719490307049211,0.096,0.26,3.1033009445071e-111,"5","CD79A"
"CLEC2D.1",2.65803797617954e-115,0.442665684924069,0.502,0.301,4.34908173662495e-111,"5","CLEC2D"
"PTPRCAP.2",1.07892139012349e-114,-0.35991307835849,0.27,0.527,1.76533117852005e-110,"5","PTPRCAP"
"CD3D.3",2.49708698469053e-114,0.490159213433506,0.733,0.478,4.08573372435065e-110,"5","CD3D"
"GLRX.1",3.38931025060334e-112,0.37883235564285,0.347,0.15,5.54558943203718e-108,"5","GLRX"
"SAT1.3",7.5352008769821e-111,0.510886745797893,0.685,0.469,1.23290956749181e-106,"5","SAT1"
"TXNIP.2",3.91040003618355e-110,-0.634783443564591,0.674,0.796,6.39819653920353e-106,"5","TXNIP"
"NKG7.4",1.32907699617967e-106,-0.848680803602983,0.126,0.335,2.17463578114917e-102,"5","NKG7"
"CCL4.5",1.71561350196042e-102,-0.495286222670666,0.145,0.366,2.80708681190764e-98,"5","CCL4"
"UCP2.3",1.95439383483514e-102,0.433337185907109,0.479,0.266,3.19777919255726e-98,"5","UCP2"
"BTG3.1",4.68064461457579e-102,0.265635316177085,0.232,0.074,7.6584707183689e-98,"5","BTG3"
"PKM.1",1.06212719408864e-87,0.485301042664503,0.47,0.287,1.73785251496783e-83,"5","PKM"
"PBXIP1",1.13516959646514e-86,0.288969429881217,0.309,0.136,1.85736449373626e-82,"5","PBXIP1"
"CD69.4",7.00315436614398e-85,-0.535566643379249,0.186,0.38,1.14585611738848e-80,"5","CD69"
"GZMK.5",7.79975657028482e-84,-0.632820796422986,0.063,0.225,1.27619617003e-79,"5","GZMK"
"ARID5B",1.30697973082485e-81,0.326703989709626,0.351,0.171,2.13848023557561e-77,"5","ARID5B"
"TNFAIP3.1",6.96593922131641e-80,0.259500084636059,0.292,0.125,1.13976697539179e-75,"5","TNFAIP3"
"ZFP36L2.3",8.99181323763049e-80,-0.51814206055525,0.5,0.664,1.4712404819411e-75,"5","ZFP36L2"
"ANXA1.2",5.59689194545388e-79,-0.448569404314079,0.139,0.323,9.15763460115165e-75,"5","ANXA1"
"CCND2",4.34190277726394e-78,0.254410969619344,0.241,0.094,7.10422132415926e-74,"5","CCND2"
"LTB.4",1.92399904366723e-77,0.610521701511645,0.65,0.457,3.14804723524832e-73,"5","LTB"
"TOMM7.2",8.57026444967497e-73,-0.46497756243211,0.608,0.723,1.40226666925582e-68,"5","TOMM7"
"CALM3.1",1.9201575480869e-71,0.293578182357058,0.407,0.223,3.14176178017979e-67,"5","CALM3"
"STK17A.1",2.20891664561408e-68,-0.318899438778587,0.162,0.334,3.61422941555377e-64,"5","STK17A"
"ITM2A.2",2.48246077392752e-67,0.376544693351487,0.406,0.247,4.0618023183002e-63,"5","ITM2A"
"UGP2",9.63684951679836e-66,0.28676953885489,0.345,0.191,1.57678131793855e-61,"5","UGP2"
"SLA.1",8.61053081790069e-65,0.292607339471174,0.379,0.213,1.40885505242491e-60,"5","SLA"
"CD8A.2",6.0229531511386e-63,-0.318221563004678,0.07,0.208,9.85475594589297e-59,"5","CD8A"
"CFLAR.1",5.22976306827616e-58,0.294131363799741,0.389,0.231,8.55693833231346e-54,"5","CFLAR"
"NFKBIA",7.98489997781648e-54,0.381922250306947,0.498,0.335,1.30648933437033e-49,"5","NFKBIA"
"COX17.2",7.99748419884349e-52,0.289323794949569,0.384,0.231,1.30854836461477e-47,"5","COX17"
"NOP53.4",2.47897726323417e-51,-0.382615867066226,0.487,0.603,4.05610259810375e-47,"5","NOP53"
"GPX1.2",2.3704506286082e-50,0.262083711094891,0.456,0.294,3.87853131852873e-46,"5","GPX1"
"ARPC1B.4",7.79016334333441e-50,0.297890141728862,0.553,0.393,1.27462652623638e-45,"5","ARPC1B"
"ENO1.1",3.07849722652477e-48,0.289162970167157,0.545,0.392,5.03703716203983e-44,"5","ENO1"
"PGAM1.1",5.09616658031315e-48,0.269129734283906,0.354,0.214,8.33834775870838e-44,"5","PGAM1"
"TYMP.1",8.33984888826571e-48,0.28694929870599,0.264,0.139,1.36456607509804e-43,"5","TYMP"
"C9orf16",2.42034216898464e-46,0.27267507886612,0.447,0.303,3.96016385689266e-42,"5","C9orf16"
"PARK7.1",4.01124588018514e-43,0.266888372743885,0.522,0.38,6.56320050915893e-39,"5","PARK7"
"CD48.3",1.31126875747107e-41,-0.267344225830812,0.258,0.394,2.14549794097417e-37,"5","CD48"
"IFI6.1",1.52033472446444e-39,0.31339508806051,0.315,0.198,2.48757167616872e-35,"5","IFI6"
"GSTP1.3",6.84672316533578e-36,-0.349212890957669,0.275,0.405,1.12026084431224e-31,"5","GSTP1"
"ISG15.1",1.25623967034715e-33,0.322837571468658,0.366,0.25,2.055459348622e-29,"5","ISG15"
"HLA-DRA.3",0,2.78699277651362,0.996,0.435,0,"2","HLA-DRA"
"CD74.3",0,2.63623741699263,1,0.772,0,"2","CD74"
"HLA-DPB1.4",0,1.71401274659656,0.905,0.357,0,"2","HLA-DPB1"
"HLA-DPA1.4",0,1.70553958735284,0.911,0.338,0,"2","HLA-DPA1"
"MS4A1.5",0,1.55304796952283,0.822,0.08,0,"2","MS4A1"
"CD79A.5",0,1.53062983047629,0.819,0.098,0,"2","CD79A"
"HLA-DRB1.4",0,1.41020979636073,0.781,0.248,0,"2","HLA-DRB1"
"CD37.5",0,1.27867019888838,0.863,0.43,0,"2","CD37"
"HLA-DQB1.3",0,1.15343791431715,0.636,0.11,0,"2","HLA-DQB1"
"CD79B.4",0,1.11207264047944,0.679,0.105,0,"2","CD79B"
"VPREB3.1",0,1.0668816813042,0.581,0.044,0,"2","VPREB3"
"EEF1B2.3",0,0.895928177976187,0.903,0.669,0,"2","EEF1B2"
"HLA-DQA1.1",0,0.861314293557647,0.496,0.083,0,"2","HLA-DQA1"
"RNASE6",0,0.850383547290531,0.457,0.034,0,"2","RNASE6"
"LAPTM5.3",0,0.84113919713889,0.814,0.496,0,"2","LAPTM5"
"HLA-DMA.3",0,0.827336003788678,0.568,0.136,0,"2","HLA-DMA"
"BANK1",0,0.824640741197069,0.505,0.029,0,"2","BANK1"
"SMIM14.2",0,0.770144546394109,0.461,0.082,0,"2","SMIM14"
"LTB.5",0,0.728766733337755,0.78,0.385,0,"2","LTB"
"TCL1A.1",0,0.711650471815344,0.28,0.038,0,"2","TCL1A"
"EEF2.2",0,0.633422077583137,0.828,0.591,0,"2","EEF2"
"HLA-DMB",0,0.610450484042997,0.43,0.066,0,"2","HLA-DMB"
"CXCR4.5",0,0.600111152005347,0.919,0.757,0,"2","CXCR4"
"MEF2C",0,0.598868639163302,0.386,0.051,0,"2","MEF2C"
"NOP53.5",0,0.597772464481834,0.791,0.543,0,"2","NOP53"
"IRF8",0,0.546250310022515,0.354,0.037,0,"2","IRF8"
"SLC25A6.1",0,0.540091843972787,0.782,0.574,0,"2","SLC25A6"
"LY86",0,0.534479778804224,0.344,0.026,0,"2","LY86"
"CD52.5",0,0.516620238032228,0.92,0.734,0,"2","CD52"
"PFDN5",0,0.509217209370907,0.944,0.843,0,"2","PFDN5"
"CD24",0,0.49196884148497,0.385,0.107,0,"2","CD24"
"ADAM28",0,0.480621609140637,0.322,0.037,0,"2","ADAM28"
"EIF3E.4",0,0.469042709182004,0.728,0.501,0,"2","EIF3E"
"CTSS",0,0.450224857821477,0.446,0.191,0,"2","CTSS"
"FCRLA",0,0.438170027569891,0.292,0.024,0,"2","FCRLA"
"DRAM2",0,0.437053653455512,0.339,0.083,0,"2","DRAM2"
"CD19",0,0.421824658254918,0.285,0.027,0,"2","CD19"
"FCMR",0,0.416434622175823,0.369,0.126,0,"2","FCMR"
"HLA-DOB",0,0.406462119194256,0.289,0.027,0,"2","HLA-DOB"
"SELL.1",0,0.405401148271042,0.379,0.127,0,"2","SELL"
"TNFRSF13C",0,0.404012346061035,0.277,0.023,0,"2","TNFRSF13C"
"CTSH",0,0.372264495111828,0.288,0.09,0,"2","CTSH"
"HVCN1",0,0.356149476175154,0.236,0.026,0,"2","HVCN1"
"BLK",0,0.347977394515652,0.24,0.019,0,"2","BLK"
"SYPL1.1",0,0.342216293981965,0.333,0.125,0,"2","SYPL1"
"ORAI2",0,0.333259826905972,0.249,0.049,0,"2","ORAI2"
"SNX2",0,0.332766979203909,0.288,0.079,0,"2","SNX2"
"GNG7",0,0.303130105954889,0.217,0.028,0,"2","GNG7"
"POU2F2",0,0.301281997619625,0.244,0.056,0,"2","POU2F2"
"STX7",0,0.283770658446968,0.239,0.062,0,"2","STX7"
"IFT57",0,0.280878839290123,0.219,0.055,0,"2","IFT57"
"SYTL3",0,-0.33482510488281,0.018,0.205,0,"2","SYTL3"
"FYN",0,-0.338759253812621,0.036,0.23,0,"2","FYN"
"CD247",0,-0.375891046928714,0.016,0.231,0,"2","CD247"
"LCK.3",0,-0.381174406787421,0.062,0.284,0,"2","LCK"
"PRF1.2",0,-0.436566703765577,0.013,0.204,0,"2","PRF1"
"CD8B.1",0,-0.442893639205155,0.012,0.209,0,"2","CD8B"
"ITM2A.3",0,-0.445014350543701,0.078,0.305,0,"2","ITM2A"
"LEPROTL1.2",0,-0.463456696770586,0.087,0.338,0,"2","LEPROTL1"
"CD3G.2",0,-0.474547640180928,0.014,0.28,0,"2","CD3G"
"GIMAP4.1",0,-0.490803827370166,0.028,0.287,0,"2","GIMAP4"
"PLAAT4.4",0,-0.497760185951934,0.153,0.398,0,"2","PLAAT4"
"CTSW.2",0,-0.511858420721022,0.015,0.23,0,"2","CTSW"
"GPR171.2",0,-0.520556632726982,0.014,0.273,0,"2","GPR171"
"CD8A.3",0,-0.533650406154305,0.013,0.249,0,"2","CD8A"
"KLRD1.2",0,-0.55936828058192,0.011,0.201,0,"2","KLRD1"
"FYB1.1",0,-0.562996210781274,0.038,0.331,0,"2","FYB1"
"ANXA1.3",0,-0.635722058156792,0.114,0.365,0,"2","ANXA1"
"GIMAP7.3",0,-0.653528848208939,0.024,0.348,0,"2","GIMAP7"
"IFITM1.3",0,-0.671030241015221,0.272,0.476,0,"2","IFITM1"
"GZMH.2",0,-0.690625910887339,0.021,0.236,0,"2","GZMH"
"GZMB.2",0,-0.703521826707981,0.032,0.215,0,"2","GZMB"
"ID2.3",0,-0.703965184083281,0.068,0.39,0,"2","ID2"
"CST7.5",0,-0.719814008850697,0.026,0.338,0,"2","CST7"
"CD3E.4",0,-0.768419123935814,0.019,0.426,0,"2","CD3E"
"CD7.4",0,-0.927173682376322,0.032,0.424,0,"2","CD7"
"GZMK.6",0,-0.974884788286344,0.026,0.266,0,"2","GZMK"
"CCL4L2.2",0,-0.986425201371271,0.043,0.22,0,"2","CCL4L2"
"GZMA.5",0,-1.07412001254524,0.031,0.383,0,"2","GZMA"
"HCST.5",0,-1.07439295434599,0.128,0.561,0,"2","HCST"
"IL7R.4",0,-1.09542731216062,0.04,0.426,0,"2","IL7R"
"RGS1.3",0,-1.17841151650418,0.144,0.448,0,"2","RGS1"
"KLRB1.5",0,-1.18095533478363,0.029,0.33,0,"2","KLRB1"
"CD2.5",0,-1.18877499527876,0.035,0.571,0,"2","CD2"
"SRGN.6",0,-1.30572178952854,0.334,0.76,0,"2","SRGN"
"S100A4.4",0,-1.32406730056144,0.39,0.728,0,"2","S100A4"
"NKG7.5",0,-1.33808221765534,0.056,0.393,0,"2","NKG7"
"CCL4.6",0,-1.43649226059484,0.084,0.425,0,"2","CCL4"
"CD3D.4",0,-1.46536661487566,0.052,0.613,0,"2","CD3D"
"JCHAIN.1",0,-1.52042822771695,0.335,0.118,0,"2","JCHAIN"
"CCL5.6",0,-1.65609895221724,0.443,0.717,0,"2","CCL5"
